Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP3633,37,0,3,5,22,Remote,56,4,2,2,Burnout,0,No Change,4,2,3,0,0,4
EMP3634,51,0,1,3,8,Hybrid,47,1,2,0,Depression,1,Decrease,3,1,3,0,1,5
EMP3635,28,3,4,3,19,Onsite,40,8,1,0,Anxiety,1,Increase,5,2,3,1,2,1
EMP3636,48,1,4,1,24,Hybrid,29,1,4,1,Burnout,0,Increase,2,1,1,0,0,1
EMP3637,40,3,4,0,34,Hybrid,23,11,2,2,Anxiety,0,No Change,1,1,1,1,1,2
EMP3638,50,3,4,0,4,Remote,41,12,5,2,Burnout,1,Increase,3,1,3,1,2,0
EMP3639,47,2,0,4,8,Hybrid,44,10,5,2,Burnout,1,Increase,2,0,1,1,0,3
EMP3640,45,2,4,4,18,Onsite,22,7,5,1,Anxiety,1,Decrease,5,2,4,1,0,5
EMP3641,45,3,6,5,4,Remote,59,5,2,2,Burnout,0,Increase,3,2,4,0,1,0
EMP3642,35,2,6,2,27,Remote,47,8,2,1,Depression,1,Increase,3,2,2,0,0,5
EMP3643,40,0,0,0,8,Remote,53,13,5,1,Burnout,1,No Change,3,1,2,0,1,2
EMP3644,53,0,2,2,35,Onsite,37,12,5,0,Anxiety,1,Decrease,2,1,4,1,2,5
EMP3645,22,0,3,2,8,Onsite,51,7,3,2,Depression,1,No Change,2,1,1,0,1,5
EMP3646,32,0,2,4,30,Onsite,31,7,1,2,Depression,1,No Change,1,2,4,0,1,3
EMP3647,45,2,6,3,28,Onsite,60,9,3,2,Burnout,1,Decrease,2,0,3,1,2,5
EMP3648,53,0,4,5,5,Remote,34,2,2,0,Anxiety,1,No Change,5,1,2,1,0,0
EMP3649,60,2,0,0,20,Remote,34,13,1,1,Anxiety,0,Decrease,3,2,3,0,1,0
EMP3650,55,3,0,3,13,Onsite,52,5,3,0,Burnout,0,No Change,1,0,5,1,1,1
EMP3651,23,3,4,4,34,Remote,50,3,5,1,Burnout,1,No Change,3,0,1,1,0,0
EMP3652,26,0,1,4,16,Hybrid,21,0,2,2,Burnout,1,No Change,4,0,1,1,1,2
EMP3653,34,2,4,3,27,Hybrid,39,10,1,2,Depression,0,Decrease,1,0,4,0,1,3
EMP3654,55,2,5,1,21,Hybrid,36,4,3,2,Anxiety,0,Increase,3,1,2,1,1,3
EMP3655,54,1,3,2,14,Onsite,22,7,1,0,Burnout,1,Increase,4,2,5,0,2,3
EMP3656,23,1,0,4,23,Hybrid,50,11,4,1,Burnout,0,Decrease,3,1,2,1,1,0
EMP3657,38,2,3,4,25,Remote,21,6,3,1,Depression,1,Decrease,5,2,5,1,0,1
EMP3658,36,2,5,5,7,Hybrid,60,6,3,0,Burnout,0,No Change,5,2,5,0,0,0
EMP3659,29,1,2,0,31,Onsite,37,6,1,1,Depression,0,No Change,1,1,3,0,0,5
EMP3660,56,1,1,6,29,Remote,51,5,4,1,Depression,1,No Change,5,0,3,0,2,3
EMP3661,45,1,0,0,26,Hybrid,46,4,1,0,Burnout,1,Increase,1,2,5,0,0,3
EMP3662,35,3,6,4,4,Remote,36,3,3,2,Anxiety,0,Increase,2,1,3,0,0,0
EMP3663,32,1,1,0,26,Onsite,22,14,4,2,Burnout,1,Decrease,5,2,4,1,0,5
EMP3664,27,3,1,1,32,Onsite,40,3,5,1,Burnout,0,Increase,1,2,5,1,2,4
EMP3665,34,3,6,1,32,Remote,49,0,5,0,Anxiety,1,Decrease,2,2,2,1,0,0
EMP3666,52,0,1,1,12,Hybrid,44,3,4,0,Depression,1,Decrease,4,2,2,1,1,2
EMP3667,32,3,1,5,15,Onsite,39,10,1,1,Burnout,1,Increase,1,2,1,1,1,0
EMP3668,44,1,2,2,29,Remote,32,9,2,2,Depression,0,Increase,5,0,3,0,2,0
EMP3669,23,1,3,3,14,Hybrid,59,3,4,0,Burnout,1,No Change,3,0,4,1,2,1
EMP3670,43,1,5,6,30,Onsite,41,14,4,1,Depression,0,Decrease,2,2,5,0,1,4
EMP3671,31,0,6,4,18,Onsite,24,1,1,0,Depression,0,Increase,3,2,1,1,1,0
EMP3672,41,3,4,5,29,Onsite,56,13,3,2,Burnout,0,Increase,1,1,4,0,1,0
EMP3673,51,2,5,5,20,Remote,50,8,4,2,Anxiety,1,Increase,5,2,2,1,1,4
EMP3674,60,1,3,5,11,Remote,56,4,1,2,Burnout,1,No Change,1,1,4,0,1,0
EMP3675,48,2,5,2,26,Hybrid,46,9,5,1,Depression,0,Decrease,2,2,5,1,0,4
EMP3676,57,0,0,0,30,Hybrid,36,3,3,0,Burnout,0,No Change,1,2,1,0,2,2
EMP3677,27,2,0,1,9,Hybrid,57,14,4,0,Burnout,1,Decrease,1,0,3,1,1,5
EMP3678,59,3,3,2,20,Hybrid,47,2,4,1,Anxiety,1,Decrease,5,2,1,0,0,1
EMP3679,56,0,3,5,34,Hybrid,47,11,4,2,Burnout,0,No Change,4,0,2,1,0,3
EMP3680,46,2,5,5,30,Hybrid,37,6,2,1,Burnout,0,Decrease,5,1,4,0,2,1
EMP3681,39,2,0,5,26,Remote,37,11,4,2,Burnout,0,Decrease,2,1,1,1,0,2
EMP3682,57,0,6,1,4,Remote,45,1,5,0,Depression,1,Decrease,3,0,4,1,0,0
EMP3683,53,0,0,0,29,Remote,59,5,3,0,Burnout,1,Decrease,1,2,4,0,2,0
EMP3684,39,1,0,0,12,Onsite,36,13,4,2,Anxiety,0,Increase,5,1,5,1,2,4
EMP3685,60,2,1,4,35,Onsite,37,2,3,1,Burnout,1,No Change,2,2,5,0,1,4
EMP3686,39,1,4,2,29,Onsite,21,8,4,0,Burnout,0,Decrease,4,1,4,1,0,2
EMP3687,53,2,2,2,30,Hybrid,46,12,3,0,Anxiety,1,No Change,5,1,2,1,0,1
EMP3688,22,3,1,3,9,Hybrid,34,10,3,2,Depression,0,Decrease,4,2,5,0,1,1
EMP3689,43,2,5,5,7,Onsite,42,10,2,0,Depression,1,No Change,2,1,5,0,0,5
EMP3690,57,3,3,2,23,Onsite,51,9,1,2,Anxiety,1,No Change,1,1,2,1,2,4
EMP3691,46,1,3,1,20,Onsite,60,1,1,2,Burnout,1,Decrease,3,2,2,0,0,4
EMP3692,27,0,3,2,34,Remote,32,0,1,1,Anxiety,1,Increase,2,2,1,1,2,5
EMP3693,36,0,5,4,6,Onsite,35,10,3,2,Anxiety,0,Decrease,2,2,2,1,1,0
EMP3694,42,2,0,2,15,Remote,33,12,4,1,Burnout,0,Increase,3,1,3,0,2,2
EMP3695,55,0,3,3,7,Hybrid,58,4,5,1,Burnout,1,Increase,1,1,2,0,0,1
EMP3696,55,2,6,5,29,Hybrid,53,9,4,1,Burnout,0,Decrease,4,1,1,1,1,5
EMP3697,49,1,0,0,23,Onsite,21,0,1,2,Depression,1,No Change,3,1,3,1,2,3
EMP3698,40,0,6,4,22,Hybrid,48,15,4,0,Anxiety,0,No Change,5,2,2,1,2,3
EMP3699,54,2,5,6,21,Hybrid,51,4,2,1,Depression,0,No Change,3,0,5,1,1,5
EMP3700,56,3,4,3,1,Onsite,31,2,4,2,Anxiety,1,Decrease,3,0,1,1,0,2
EMP3701,27,0,4,5,10,Hybrid,33,5,4,1,Depression,0,Increase,4,1,1,1,2,1
EMP3702,44,0,3,4,29,Remote,37,11,3,1,Burnout,0,No Change,2,0,5,1,1,4
EMP3703,57,1,6,1,14,Onsite,56,5,5,0,Burnout,0,Increase,1,1,2,0,2,3
EMP3704,23,3,2,6,17,Onsite,42,8,4,1,Burnout,0,Increase,5,2,3,1,1,1
EMP3705,53,0,6,5,26,Remote,60,5,2,2,Depression,1,No Change,4,0,4,1,1,2
EMP3706,58,0,2,1,22,Remote,27,11,4,2,Depression,1,Decrease,4,2,5,1,0,3
EMP3707,31,1,2,0,25,Hybrid,47,10,1,1,Anxiety,1,No Change,2,1,5,1,2,1
EMP3708,44,1,5,0,1,Remote,43,5,1,0,Anxiety,0,Decrease,2,0,2,1,0,0
EMP3709,43,1,2,5,35,Remote,47,13,2,0,Depression,0,Decrease,4,0,1,1,1,3
EMP3710,30,1,4,4,7,Remote,58,12,3,1,Burnout,0,Increase,1,0,1,1,2,1
EMP3711,45,0,0,5,34,Remote,56,13,5,0,Anxiety,0,No Change,1,0,1,1,0,2
EMP3712,41,3,6,5,21,Onsite,50,8,4,2,Burnout,1,No Change,1,2,3,1,0,2
EMP3713,28,2,0,0,28,Onsite,60,14,4,2,Burnout,1,No Change,1,0,3,1,2,2
EMP3714,48,0,6,2,7,Hybrid,25,15,4,1,Anxiety,1,Increase,5,1,4,1,1,3
EMP3715,36,1,6,4,33,Remote,55,12,4,0,Depression,0,No Change,4,2,5,1,1,2
EMP3716,38,2,5,6,12,Hybrid,21,2,2,2,Burnout,0,No Change,3,1,3,1,1,5
EMP3717,58,3,3,1,3,Hybrid,32,15,4,1,Anxiety,0,Decrease,3,1,5,0,0,4
EMP3718,60,3,6,1,29,Remote,36,3,4,2,Burnout,1,Decrease,2,2,4,1,2,2
EMP3719,24,2,1,1,6,Hybrid,38,0,4,2,Anxiety,1,No Change,1,2,2,0,1,4
EMP3720,39,1,0,2,34,Remote,39,0,5,0,Anxiety,0,No Change,1,2,2,0,1,1
EMP3721,35,3,0,5,12,Hybrid,24,0,2,2,Burnout,1,No Change,5,0,3,1,1,1
EMP3722,46,1,4,0,13,Remote,57,6,1,2,Burnout,1,No Change,2,0,3,0,1,2
EMP3723,51,2,0,6,8,Onsite,50,12,5,2,Depression,0,Decrease,2,0,5,0,2,4
EMP3724,35,0,4,1,33,Hybrid,30,9,1,1,Depression,0,Increase,2,1,5,1,1,3
EMP3725,36,0,5,0,18,Remote,50,9,2,0,Burnout,1,Increase,4,1,2,1,0,0
EMP3726,26,1,5,0,12,Remote,54,4,4,0,Anxiety,0,No Change,4,1,2,1,1,1
EMP3727,41,2,4,3,18,Remote,48,12,5,1,Burnout,0,No Change,1,1,5,1,0,2
EMP3728,41,3,3,2,13,Remote,43,2,2,1,Burnout,1,Increase,5,1,5,1,1,4
EMP3729,44,3,0,4,32,Hybrid,32,1,5,0,Burnout,0,Decrease,2,2,4,1,1,4
EMP3730,23,0,0,3,22,Remote,39,14,5,2,Burnout,0,Decrease,5,0,1,0,2,1
EMP3731,26,0,5,1,1,Onsite,26,0,1,1,Burnout,0,Decrease,3,2,3,0,2,0
EMP3732,27,0,0,0,26,Onsite,41,9,1,2,Depression,1,Increase,4,1,4,1,0,2
EMP3733,52,3,5,1,7,Onsite,31,12,4,1,Burnout,0,No Change,5,0,2,0,0,0
EMP3734,25,3,2,6,5,Remote,43,6,4,1,Anxiety,1,Decrease,1,0,5,0,1,3
EMP3735,36,1,6,0,13,Remote,34,6,1,0,Burnout,0,No Change,1,1,4,1,1,2
EMP3736,56,2,2,3,24,Hybrid,23,15,4,1,Anxiety,0,Decrease,2,1,2,1,1,5
EMP3737,50,1,1,4,23,Onsite,21,14,4,2,Burnout,0,No Change,5,2,1,1,2,2
EMP3738,28,0,3,4,3,Onsite,27,7,1,0,Anxiety,1,Increase,5,1,1,1,1,4
EMP3739,48,1,2,4,19,Onsite,53,8,4,2,Depression,0,Decrease,5,1,5,1,0,2
EMP3740,40,0,4,2,3,Remote,57,13,5,0,Anxiety,1,No Change,4,2,5,1,0,0
EMP3741,53,2,3,6,7,Hybrid,44,10,5,2,Depression,1,Decrease,5,2,2,1,1,2
EMP3742,25,3,2,6,1,Remote,23,7,2,0,Burnout,1,Decrease,2,0,5,1,2,0
EMP3743,43,2,4,3,9,Onsite,43,4,2,2,Depression,0,Increase,5,1,5,1,1,0
EMP3744,27,2,5,0,28,Remote,58,14,4,0,Burnout,1,Increase,2,1,3,1,2,4
EMP3745,45,3,4,2,12,Onsite,39,1,2,1,Depression,0,Decrease,1,1,3,0,1,2
EMP3746,44,2,1,3,29,Onsite,54,3,2,1,Anxiety,0,No Change,2,1,5,1,0,2
EMP3747,60,0,6,6,9,Onsite,23,1,4,2,Burnout,1,Decrease,1,2,2,1,0,2
EMP3748,60,3,6,4,3,Remote,47,12,5,0,Anxiety,1,No Change,4,0,1,1,0,0
EMP3749,60,1,5,0,33,Remote,40,12,3,2,Anxiety,1,Decrease,2,0,4,0,1,0
EMP3750,57,2,6,6,21,Onsite,29,14,5,0,Burnout,0,Increase,5,2,3,1,1,0
EMP3751,53,3,4,4,14,Hybrid,59,3,5,2,Depression,0,No Change,3,1,2,0,1,1
EMP3752,49,0,1,2,31,Onsite,25,9,2,0,Burnout,0,Decrease,2,2,5,1,0,3
EMP3753,55,3,0,1,34,Onsite,48,15,3,1,Burnout,0,Decrease,2,0,1,1,1,0
EMP3754,48,0,3,3,29,Onsite,24,5,1,2,Burnout,0,Decrease,5,0,4,1,1,4
EMP3755,28,0,4,2,16,Hybrid,53,6,1,2,Burnout,0,Decrease,5,1,2,1,1,3
EMP3756,43,1,2,5,35,Hybrid,52,0,3,2,Burnout,0,Increase,1,0,2,1,1,3
EMP3757,54,2,0,5,20,Remote,57,14,1,2,Anxiety,0,No Change,3,2,5,0,0,5
EMP3758,37,0,0,6,27,Onsite,21,13,5,0,Anxiety,1,Decrease,3,2,5,1,2,3
EMP3759,51,2,1,5,3,Onsite,24,1,2,1,Anxiety,0,Increase,2,0,4,0,1,2
EMP3760,45,3,0,2,23,Hybrid,46,0,2,1,Burnout,1,Decrease,5,1,1,0,2,4
EMP3761,25,3,0,1,25,Onsite,25,8,3,2,Depression,1,Decrease,2,1,1,1,2,3
EMP3762,36,3,2,5,2,Remote,32,3,3,2,Burnout,1,Increase,1,2,2,1,0,5
EMP3763,41,1,6,6,23,Hybrid,52,9,5,0,Burnout,0,Increase,1,1,4,1,1,0
EMP3764,35,3,1,5,35,Remote,59,14,5,1,Burnout,0,Increase,2,2,4,1,0,5
EMP3765,53,0,6,0,35,Remote,22,6,5,1,Burnout,1,Decrease,2,0,5,1,1,0
EMP3766,48,1,4,4,7,Remote,32,8,1,2,Burnout,1,Increase,3,0,4,0,0,0
EMP3767,29,1,2,0,31,Hybrid,44,12,4,0,Burnout,1,Increase,5,1,1,1,1,4
EMP3768,48,0,5,0,10,Hybrid,55,6,5,2,Burnout,1,Decrease,3,0,5,1,2,5
EMP3769,57,3,6,1,25,Onsite,31,14,5,0,Anxiety,0,No Change,3,1,4,0,1,5
EMP3770,41,1,4,5,23,Onsite,58,15,5,1,Burnout,1,Decrease,3,2,5,1,0,5
EMP3771,31,0,5,3,26,Remote,20,12,1,1,Depression,0,Increase,5,2,5,1,0,4
EMP3772,51,1,4,1,35,Remote,55,2,4,2,Burnout,0,No Change,4,0,5,1,2,5
EMP3773,40,2,4,0,3,Hybrid,20,4,5,0,Burnout,0,Decrease,3,1,5,0,0,2
EMP3774,29,2,2,0,29,Remote,37,8,5,0,Burnout,1,No Change,1,0,1,0,1,3
EMP3775,43,3,6,6,8,Remote,59,14,3,1,Anxiety,0,No Change,5,0,4,0,1,0
EMP3776,45,1,2,4,1,Hybrid,45,8,4,0,Anxiety,0,Increase,4,0,2,0,1,1
EMP3777,27,1,3,0,1,Remote,41,4,1,1,Depression,0,Decrease,2,1,3,1,0,4
EMP3778,56,3,5,3,14,Hybrid,28,15,2,2,Burnout,1,Increase,4,1,2,1,2,0
EMP3779,22,1,2,5,30,Remote,40,2,2,0,Anxiety,1,Decrease,5,1,5,0,2,0
EMP3780,56,2,2,5,25,Hybrid,48,9,5,2,Anxiety,1,No Change,4,2,1,0,0,0
EMP3781,32,2,5,2,2,Hybrid,55,11,2,0,Depression,0,Increase,3,0,2,1,2,3
EMP3782,60,0,0,1,32,Onsite,41,5,5,0,Anxiety,0,Decrease,4,1,5,1,1,0
EMP3783,34,3,4,5,11,Onsite,32,14,5,0,Burnout,0,No Change,4,0,3,0,2,0
EMP3784,24,2,1,5,20,Hybrid,27,15,5,1,Anxiety,1,Increase,1,0,4,0,0,5
EMP3785,55,1,4,1,29,Remote,51,4,2,2,Anxiety,1,No Change,3,2,1,0,1,1
EMP3786,47,3,3,3,17,Remote,50,6,1,1,Burnout,0,No Change,4,2,4,1,1,0
EMP3787,39,1,2,0,27,Remote,20,1,3,0,Depression,1,Increase,2,1,4,0,2,1
EMP3788,23,1,4,6,23,Onsite,21,7,3,2,Depression,0,Decrease,1,0,1,1,2,1
EMP3789,24,2,0,1,9,Hybrid,23,7,5,0,Anxiety,0,Decrease,1,1,4,1,2,4
EMP3790,51,1,4,2,17,Onsite,26,3,1,0,Burnout,0,No Change,1,1,5,0,2,1
EMP3791,36,3,4,3,34,Hybrid,49,13,5,2,Burnout,0,Increase,3,1,3,0,1,2
EMP3792,37,2,0,6,7,Remote,26,9,1,2,Depression,0,Increase,2,0,5,1,0,5
EMP3793,28,1,2,6,6,Hybrid,31,1,1,2,Anxiety,1,Increase,3,0,1,1,0,0
EMP3794,40,0,1,4,26,Onsite,40,9,3,1,Burnout,1,Increase,3,2,3,1,0,4
EMP3795,54,3,5,5,10,Hybrid,29,14,1,2,Depression,1,Decrease,4,2,3,0,1,5
EMP3796,41,0,4,4,13,Onsite,30,6,4,2,Depression,0,Increase,3,2,2,0,1,1
EMP3797,46,3,2,3,32,Remote,56,13,4,0,Anxiety,0,Decrease,1,0,1,1,0,2
EMP3798,49,2,1,3,26,Remote,28,2,1,2,Burnout,0,Decrease,3,2,2,1,2,0
EMP3799,47,3,0,0,27,Onsite,31,1,2,1,Depression,1,Increase,5,1,1,1,1,2
EMP3800,49,3,4,1,7,Remote,49,4,2,1,Anxiety,0,Increase,4,2,2,1,0,2
EMP3801,59,1,2,0,32,Onsite,24,7,4,1,Burnout,1,Decrease,3,2,5,0,0,3
EMP3802,37,2,0,5,21,Onsite,38,2,5,2,Anxiety,1,No Change,4,2,3,0,2,4
EMP3803,37,1,0,4,7,Remote,32,6,3,2,Anxiety,0,Decrease,1,2,4,1,2,4
EMP3804,24,3,5,3,31,Onsite,59,15,1,2,Burnout,1,Decrease,5,0,4,1,1,0
EMP3805,42,2,1,5,7,Hybrid,39,13,2,1,Anxiety,1,Increase,4,2,2,0,0,4
EMP3806,56,2,1,3,28,Remote,23,5,5,0,Burnout,0,Decrease,4,1,1,0,2,3
EMP3807,33,0,5,1,14,Hybrid,31,11,1,0,Anxiety,0,Decrease,2,0,5,1,1,4
EMP3808,22,1,3,4,20,Hybrid,41,9,2,1,Burnout,1,Increase,4,0,3,1,1,0
EMP3809,32,1,6,1,19,Remote,37,2,1,2,Burnout,0,No Change,2,0,2,1,0,2
EMP3810,56,2,5,3,30,Remote,37,10,2,0,Depression,1,Decrease,5,2,5,1,0,3
EMP3811,36,0,1,5,11,Onsite,28,7,5,1,Burnout,1,No Change,3,1,1,1,2,3
EMP3812,45,2,5,4,23,Remote,59,15,5,2,Depression,1,Increase,4,0,5,0,0,3
EMP3813,60,2,5,4,1,Onsite,57,15,2,0,Burnout,0,Decrease,2,1,4,0,1,0
EMP3814,59,3,3,2,7,Onsite,53,0,4,2,Burnout,0,Decrease,1,1,3,1,1,2
EMP3815,39,1,4,1,6,Remote,26,0,1,0,Anxiety,0,No Change,4,1,2,1,2,5
EMP3816,58,0,2,2,6,Hybrid,25,15,2,1,Burnout,1,Increase,1,2,2,0,2,0
EMP3817,42,2,4,6,28,Remote,21,7,4,0,Burnout,0,No Change,4,0,3,1,2,2
EMP3818,53,1,3,4,15,Remote,59,1,2,2,Anxiety,0,No Change,4,0,1,1,0,4
EMP3819,41,0,2,3,30,Hybrid,48,2,4,0,Burnout,1,Increase,5,2,1,0,2,0
EMP3820,59,3,5,6,13,Onsite,38,6,3,1,Anxiety,0,Increase,5,2,5,1,1,3
EMP3821,28,1,5,6,14,Remote,37,9,5,0,Depression,1,Increase,5,2,1,0,1,1
EMP3822,37,0,1,1,31,Onsite,28,13,2,2,Depression,0,Decrease,5,2,3,1,1,0
EMP3823,27,0,6,2,26,Remote,33,8,4,0,Depression,1,No Change,3,2,2,0,2,5
EMP3824,49,0,3,2,33,Onsite,51,15,5,0,Anxiety,0,Decrease,1,1,2,1,2,2
EMP3825,26,2,0,6,5,Remote,44,6,3,0,Depression,0,Decrease,2,1,2,1,0,3
EMP3826,31,1,4,2,29,Onsite,42,9,2,1,Depression,0,Decrease,4,2,1,1,2,0
EMP3827,39,3,0,5,10,Remote,52,2,1,0,Burnout,1,No Change,1,0,2,1,1,2
EMP3828,34,0,6,5,13,Remote,24,2,5,2,Anxiety,0,No Change,1,2,1,1,1,1
EMP3829,42,1,2,0,32,Onsite,40,15,4,2,Burnout,1,Decrease,1,2,3,1,1,0
EMP3830,22,2,2,5,10,Remote,53,1,4,1,Burnout,0,Increase,4,0,5,1,1,5
EMP3831,25,3,1,4,6,Onsite,45,1,5,0,Burnout,0,Increase,4,2,2,1,2,4
EMP3832,59,3,2,1,29,Remote,38,8,4,0,Burnout,1,Decrease,3,2,3,0,1,5
EMP3833,46,2,6,3,11,Hybrid,24,12,4,2,Anxiety,0,Decrease,1,0,4,1,0,3
EMP3834,51,1,2,2,4,Onsite,31,14,3,1,Burnout,0,No Change,2,2,5,1,2,4
EMP3835,60,2,3,6,32,Remote,59,6,4,0,Anxiety,0,Increase,2,2,5,0,2,0
EMP3836,47,2,5,2,19,Onsite,58,15,4,2,Burnout,1,Decrease,5,1,3,1,1,4
EMP3837,56,0,5,4,21,Onsite,28,2,3,1,Burnout,0,No Change,3,0,2,1,2,2
EMP3838,48,2,3,0,19,Hybrid,33,0,2,0,Burnout,0,No Change,3,0,3,0,1,0
EMP3839,40,3,1,3,11,Remote,56,9,2,0,Burnout,0,Increase,3,1,5,0,1,0
EMP3840,25,0,6,4,24,Hybrid,32,12,2,2,Depression,0,Increase,3,2,4,0,0,5
EMP3841,34,1,4,2,26,Onsite,38,10,1,1,Burnout,0,Decrease,4,0,5,0,2,4
EMP3842,59,3,2,2,32,Onsite,43,15,2,0,Burnout,0,Decrease,3,2,3,1,2,5
EMP3843,54,3,0,5,10,Hybrid,36,5,3,2,Anxiety,0,Increase,3,2,1,1,0,3
EMP3844,44,0,2,6,9,Remote,57,1,5,0,Depression,0,Decrease,1,2,5,1,2,2
EMP3845,25,0,5,6,18,Onsite,55,15,3,0,Anxiety,0,Decrease,1,2,2,1,2,5
EMP3846,57,2,6,3,5,Onsite,37,5,4,2,Depression,0,No Change,3,2,3,1,0,1
EMP3847,44,0,1,0,29,Hybrid,22,15,5,2,Anxiety,0,No Change,4,1,2,1,1,0
EMP3848,29,0,2,2,15,Hybrid,40,1,5,1,Depression,0,Increase,5,0,1,1,0,0
EMP3849,43,3,4,0,34,Hybrid,36,9,5,2,Anxiety,1,Decrease,1,0,3,1,2,1
EMP3850,48,3,4,3,16,Onsite,57,2,4,2,Anxiety,0,Increase,4,0,5,1,1,0
EMP3851,31,1,1,6,34,Remote,52,1,5,0,Burnout,0,Increase,4,2,3,0,2,3
EMP3852,49,2,1,0,17,Onsite,54,10,3,0,Depression,0,Decrease,5,2,3,0,1,1
EMP3853,45,2,0,4,11,Remote,49,14,5,1,Anxiety,0,Decrease,4,2,4,1,0,5
EMP3854,52,3,0,1,6,Remote,30,12,5,0,Burnout,1,Increase,3,0,5,0,0,0
EMP3855,47,2,4,1,34,Onsite,26,1,5,1,Burnout,0,Decrease,1,0,5,0,1,0
EMP3856,38,2,3,6,7,Hybrid,38,15,5,0,Anxiety,1,No Change,1,1,2,1,2,2
EMP3857,36,3,4,4,17,Remote,27,12,4,1,Anxiety,1,Decrease,3,0,4,1,0,2
EMP3858,56,1,6,6,11,Onsite,31,8,5,2,Depression,1,Decrease,2,1,3,1,0,3
EMP3859,42,1,4,4,34,Onsite,33,11,4,0,Anxiety,1,No Change,2,2,5,1,1,2
EMP3860,41,0,5,1,1,Onsite,48,10,4,1,Burnout,0,Decrease,4,0,1,1,0,3
EMP3861,33,0,4,2,23,Onsite,20,13,2,1,Depression,0,Decrease,1,0,4,1,2,4
EMP3862,25,1,5,4,25,Remote,47,0,3,1,Anxiety,0,Increase,3,1,4,1,0,1
EMP3863,36,2,5,4,10,Onsite,40,6,3,1,Depression,0,Decrease,4,1,1,1,0,4
EMP3864,53,3,5,2,35,Remote,30,15,1,1,Depression,0,Decrease,4,2,1,0,0,1
EMP3865,56,0,5,4,18,Hybrid,52,0,4,0,Burnout,1,Decrease,3,1,5,1,1,1
EMP3866,51,3,5,4,20,Hybrid,48,5,4,1,Burnout,0,Decrease,1,1,1,1,2,1
EMP3867,52,1,4,2,23,Remote,41,0,5,1,Burnout,1,Increase,1,1,3,1,1,2
EMP3868,30,1,5,5,19,Onsite,54,7,1,0,Anxiety,0,No Change,5,0,2,1,0,4
EMP3869,28,2,3,4,32,Hybrid,41,5,4,2,Burnout,0,No Change,3,1,2,0,2,4
EMP3870,44,1,5,5,34,Onsite,40,1,1,1,Burnout,1,Increase,3,1,4,1,1,4
EMP3871,45,2,6,4,12,Hybrid,43,9,2,1,Anxiety,0,No Change,5,0,4,0,1,1
EMP3872,23,2,2,3,8,Remote,55,11,4,0,Burnout,0,Increase,2,1,3,1,1,5
EMP3873,44,0,2,6,11,Remote,46,5,1,2,Anxiety,0,Decrease,2,0,4,0,1,0
EMP3874,51,3,6,0,22,Hybrid,36,14,2,2,Depression,1,Increase,3,2,3,0,1,2
EMP3875,26,0,0,2,7,Remote,54,5,4,1,Anxiety,0,No Change,5,2,2,1,2,2
EMP3876,29,2,1,1,26,Remote,34,0,4,0,Burnout,0,No Change,1,0,5,1,2,5
EMP3877,45,1,0,1,20,Onsite,41,15,5,1,Burnout,0,Decrease,3,0,1,1,2,3
EMP3878,49,2,1,6,2,Onsite,53,12,2,0,Burnout,1,Increase,4,1,3,1,1,0
EMP3879,50,1,4,0,10,Hybrid,46,9,4,1,Burnout,0,Decrease,5,2,3,1,1,3
EMP3880,32,2,4,5,23,Remote,35,1,4,1,Burnout,0,Increase,1,1,2,1,2,5
EMP3881,28,0,4,3,35,Onsite,44,8,1,0,Depression,0,Decrease,5,2,3,1,2,2
EMP3882,22,2,6,1,11,Remote,20,6,2,0,Burnout,0,No Change,1,2,4,1,0,4
EMP3883,50,3,4,0,22,Remote,37,10,5,0,Burnout,0,Decrease,1,1,3,1,2,1
EMP3884,31,1,4,2,25,Onsite,57,9,1,1,Burnout,1,Decrease,4,2,4,0,0,0
EMP3885,27,3,5,2,14,Onsite,20,4,4,2,Anxiety,0,Increase,4,0,5,0,0,2
EMP3886,25,0,3,5,5,Hybrid,54,6,1,0,Depression,0,Decrease,4,0,5,1,2,3
EMP3887,43,1,3,4,35,Remote,53,7,3,0,Depression,1,No Change,1,2,1,0,1,2
EMP3888,48,1,3,3,18,Onsite,53,10,2,1,Burnout,0,Decrease,1,1,4,1,2,5
EMP3889,24,2,3,5,15,Hybrid,25,13,4,2,Anxiety,0,Increase,5,1,1,1,1,4
EMP3890,30,3,0,0,9,Remote,28,7,3,2,Burnout,0,Decrease,5,1,2,0,0,2
EMP3891,50,2,3,2,18,Hybrid,42,7,3,0,Burnout,0,No Change,3,0,3,1,2,4
EMP3892,42,3,1,3,8,Remote,44,11,5,1,Burnout,0,Increase,2,0,5,1,0,0
EMP3893,50,2,5,5,1,Remote,23,13,1,0,Burnout,0,Increase,5,1,3,0,0,5
EMP3894,51,3,6,6,32,Hybrid,57,9,3,1,Burnout,1,Increase,1,0,1,1,2,5
EMP3895,57,0,0,1,8,Onsite,41,0,1,2,Burnout,1,Increase,5,1,2,1,1,1
